sender,receiver,transaction_amount,transaction_date
CUST078436,CUST098770,81,2024-05-03
CUST078437,CUST046460,76,2024-11-14
CUST078438,CUST032945,81,2025-02-12
CUST078439,CUST046444,48,2024-05-07
CUST078440,CUST027775,25,2024-06-19
CUST078441,CUST087303,92,2024-10-19
CUST078442,CUST045041,54,2024-09-03
CUST078443,CUST005057,82,2024-10-12
CUST078444,CUST058239,3,2025-02-16
CUST078445,CUST064958,10,2025-02-09
CUST078446,CUST071946,90,2024-05-17
CUST078447,CUST013599,73,2024-05-11
CUST078448,CUST091321,43,2025-04-19
CUST078449,CUST016811,24,2025-01-28
CUST078450,CUST001528,91,2025-02-03
CUST078451,CUST005251,90,2024-08-26
CUST078452,CUST015159,16,2025-03-08
CUST078453,CUST095536,59,2024-09-07
CUST078454,CUST071489,66,2024-12-17
CUST078455,CUST084715,79,2024-12-28
CUST078456,CUST093297,25,2025-02-04
CUST078457,CUST026483,71,2025-01-06
CUST078458,CUST059964,69,2024-09-09
CUST078459,CUST027150,100,2024-11-17
CUST078460,CUST052720,19,2024-11-14
CUST078461,CUST087889,94,2024-08-27
CUST078462,CUST097294,20,2024-06-01
CUST078463,CUST096941,96,2024-07-20
CUST078464,CUST008948,2,2024-05-06
CUST078465,CUST006304,86,2024-10-13
CUST078466,CUST073480,70,2024-06-23
CUST078467,CUST061658,95,2024-07-27
CUST078468,CUST041743,78,2024-05-26
CUST078469,CUST037410,52,2024-09-10
CUST078470,CUST005781,78,2025-01-28
CUST078471,CUST079831,46,2025-02-09
CUST078472,CUST006184,70,2024-06-11
CUST078473,CUST073470,31,2025-02-25
CUST078474,CUST059418,38,2024-09-18
CUST078475,CUST082411,42,2024-06-04
CUST078476,CUST020374,66,2024-10-20
CUST078477,CUST052621,80,2024-08-27
CUST078478,CUST050201,95,2024-08-18
CUST078479,CUST016583,86,2024-04-29
CUST078480,CUST077915,28,2025-02-20
CUST078481,CUST074127,61,2025-02-21
CUST078482,CUST082380,59,2024-07-19
CUST078483,CUST030945,57,2024-05-16
CUST078484,CUST088853,93,2024-05-27
CUST078485,CUST096345,95,2024-09-24
CUST078486,CUST023848,82,2024-08-05
CUST078487,CUST076975,88,2024-11-21
CUST078488,CUST054614,97,2025-04-16
CUST078489,CUST001294,92,2025-03-08
CUST078490,CUST076488,81,2024-05-14
CUST078491,CUST076120,64,2024-07-05
CUST078492,CUST083119,5,2025-03-30
CUST078493,CUST090582,19,2024-09-24
CUST078494,CUST054160,66,2024-08-30
CUST078495,CUST021319,69,2025-02-05
CUST078496,CUST023314,29,2025-02-08
CUST078497,CUST042925,80,2025-02-05
CUST078498,CUST078843,39,2024-09-01
CUST078499,CUST080919,18,2024-08-22
CUST078500,CUST027162,24,2024-11-22
CUST078501,CUST059074,44,2024-11-03
CUST078502,CUST039042,14,2024-07-05
CUST078503,CUST027251,43,2024-05-31
CUST078504,CUST008358,51,2025-03-28
CUST078505,CUST072953,99,2024-12-31
CUST078506,CUST043690,93,2024-12-23
CUST078507,CUST034460,65,2024-07-16
CUST078508,CUST054545,66,2024-07-28
CUST078509,CUST045299,64,2024-07-21
CUST078510,CUST067952,38,2025-04-18
CUST078511,CUST065490,88,2025-01-19
CUST078512,CUST023227,11,2025-03-10
CUST078513,CUST008819,31,2024-07-08
CUST078514,CUST002306,21,2025-01-22
CUST078515,CUST057187,28,2024-08-13
CUST078516,CUST088271,10,2024-09-20
CUST078517,CUST099436,71,2024-06-23
CUST078518,CUST053108,36,2024-07-15
CUST078519,CUST099949,75,2024-06-13
CUST078520,CUST067831,52,2024-07-24
CUST078521,CUST081122,71,2025-01-05
CUST078522,CUST094386,41,2024-04-26
CUST078523,CUST054415,22,2024-09-26
CUST078524,CUST068754,86,2025-02-23
CUST078525,CUST067622,7,2024-06-29
CUST078526,CUST012680,63,2024-10-01
CUST078527,CUST012880,83,2025-01-25
CUST078528,CUST006804,64,2024-05-19
CUST078529,CUST095676,55,2024-07-30
CUST078530,CUST092954,77,2024-12-16
CUST078531,CUST091043,3,2024-11-02
CUST078532,CUST004217,31,2024-08-19
CUST078533,CUST097946,78,2024-07-11
CUST078534,CUST010924,76,2024-10-10
CUST078535,CUST050412,9,2024-07-27
CUST078536,CUST058403,27,2024-08-04
CUST078537,CUST056332,66,2024-10-05
CUST078538,CUST019833,50,2025-02-14
CUST078539,CUST048879,11,2025-02-03
CUST078540,CUST022316,86,2024-12-19
CUST078541,CUST064553,45,2025-01-25
CUST078542,CUST025729,29,2024-05-02
CUST078543,CUST004377,89,2024-09-17
CUST078544,CUST079184,42,2024-07-26
CUST078545,CUST039933,98,2024-05-20
CUST078546,CUST064378,95,2024-04-25
CUST078547,CUST083727,23,2025-03-20
CUST078548,CUST082507,20,2024-07-05
CUST078549,CUST037221,87,2025-01-04
CUST078550,CUST066023,3,2024-11-17
CUST078551,CUST089475,89,2025-01-06
CUST078552,CUST067245,73,2024-06-06
CUST078553,CUST095608,72,2025-01-21
CUST078554,CUST013357,40,2024-10-13
CUST078555,CUST046515,45,2024-07-31
CUST078556,CUST036775,63,2024-12-10
CUST078557,CUST021012,90,2024-11-23
CUST078558,CUST019415,82,2024-09-03
CUST078559,CUST037071,61,2024-09-27
CUST078560,CUST031860,68,2024-10-07
CUST078561,CUST053533,68,2024-11-23
CUST078562,CUST026388,24,2025-01-17
CUST078563,CUST017322,30,2024-07-14
CUST078564,CUST071776,81,2024-04-27
CUST078565,CUST032268,2,2025-04-14
CUST078566,CUST019256,33,2024-10-10
CUST078567,CUST025459,18,2024-09-12
CUST078568,CUST010201,61,2024-12-14
CUST078569,CUST003637,48,2025-01-15
CUST078570,CUST054882,92,2025-01-26
CUST078571,CUST076286,94,2025-02-02
CUST078572,CUST064776,92,2024-10-12
CUST078573,CUST037690,48,2024-12-30
CUST078574,CUST069400,96,2024-12-11
CUST078575,CUST046957,51,2025-04-02
CUST078576,CUST038017,28,2024-09-20
CUST078577,CUST026713,10,2024-08-15
CUST078578,CUST067554,1,2024-11-15
CUST078579,CUST027726,97,2024-10-27
CUST078580,CUST020196,98,2024-12-18
CUST078581,CUST070317,96,2024-12-10
CUST078582,CUST088457,83,2024-11-09
CUST078583,CUST043632,69,2024-10-03
CUST078584,CUST081281,38,2024-11-14
CUST078585,CUST073161,73,2025-03-27
CUST078586,CUST038040,96,2024-08-18
CUST078587,CUST026172,64,2024-12-20
CUST078588,CUST018898,12,2025-03-29
CUST078589,CUST053680,79,2025-04-02
CUST078590,CUST054183,30,2024-11-06
CUST078591,CUST037138,8,2024-10-11
CUST078592,CUST087388,100,2024-12-08
CUST078593,CUST062772,46,2024-10-25
CUST078594,CUST072962,32,2024-12-06
CUST078595,CUST054629,66,2025-01-03
CUST078596,CUST082153,89,2024-09-10
CUST078597,CUST066724,29,2025-03-30
CUST078598,CUST005424,22,2024-10-16
CUST078599,CUST072536,6,2024-05-29
CUST078600,CUST070435,6,2024-12-09
CUST078601,CUST004806,98,2025-03-16
CUST078602,CUST050001,27,2025-04-19
CUST078603,CUST050803,34,2024-09-15
CUST078604,CUST029768,42,2025-02-24
CUST078605,CUST073642,55,2024-05-09
CUST078606,CUST057290,32,2024-09-28
CUST078607,CUST059216,40,2024-10-29
CUST078608,CUST005926,26,2024-12-17
CUST078609,CUST030874,95,2024-10-31
CUST078610,CUST076030,2,2025-01-05
CUST078611,CUST033460,4,2024-09-11
CUST078612,CUST098312,61,2024-12-11
CUST078613,CUST034851,9,2024-11-14
CUST078614,CUST054050,92,2024-06-10
CUST078615,CUST058506,18,2024-09-08
CUST078616,CUST001704,86,2024-07-29
CUST078617,CUST005228,30,2024-11-08
CUST078618,CUST044340,72,2024-12-06
CUST078619,CUST008332,77,2024-11-26
CUST078620,CUST052585,19,2024-11-09
CUST078621,CUST066195,44,2024-08-28
CUST078622,CUST094521,100,2024-12-02
CUST078623,CUST004662,50,2024-11-05
CUST078624,CUST030223,59,2024-05-09
CUST078625,CUST079071,91,2025-02-04
CUST078626,CUST063397,77,2024-06-24
CUST078627,CUST051901,32,2024-12-17
CUST078628,CUST024978,70,2025-02-15
CUST078629,CUST098092,52,2024-06-15
CUST078630,CUST073051,6,2024-09-12
CUST078631,CUST000852,3,2025-01-06
CUST078632,CUST003869,49,2024-06-02
CUST078633,CUST011371,72,2024-07-18
CUST078634,CUST074071,98,2024-06-08
CUST078635,CUST015684,63,2024-10-12
CUST078636,CUST067323,61,2024-09-07
CUST078637,CUST078400,97,2025-03-25
CUST078638,CUST003749,22,2024-12-24
CUST078639,CUST088630,23,2024-09-16
CUST078640,CUST099643,90,2025-03-17
CUST078641,CUST038075,28,2025-01-15
CUST078642,CUST052023,80,2025-04-03
CUST078643,CUST030123,53,2024-11-29
CUST078644,CUST082612,14,2025-03-27
CUST078645,CUST036647,57,2025-04-14
CUST078646,CUST003917,74,2024-09-08
CUST078647,CUST033427,60,2024-06-26
CUST078648,CUST057528,47,2025-04-08
CUST078649,CUST095908,34,2025-04-12
CUST078650,CUST021804,27,2025-01-25
CUST078651,CUST038702,38,2024-08-14
CUST078652,CUST083624,4,2024-11-20
CUST078653,CUST053584,2,2025-02-11
CUST078654,CUST076981,53,2024-08-09
CUST078655,CUST087481,86,2024-05-15
CUST078656,CUST033171,24,2024-09-02
CUST078657,CUST057317,49,2024-12-18
CUST078658,CUST081358,21,2024-11-26
CUST078659,CUST073964,7,2025-01-01
CUST078660,CUST033374,49,2025-03-29
CUST078661,CUST090335,42,2024-10-12
CUST078662,CUST029588,68,2024-11-19
CUST078663,CUST053163,66,2024-11-08
CUST078664,CUST033391,80,2025-01-13
CUST078665,CUST060679,63,2024-05-01
CUST078666,CUST050986,31,2024-07-18
CUST078667,CUST092222,87,2025-04-06
CUST078668,CUST058597,92,2024-08-13
CUST078669,CUST024815,95,2024-11-10
CUST078670,CUST071382,21,2024-05-26
CUST078671,CUST005709,12,2024-08-19
CUST078672,CUST023086,62,2025-01-24
CUST078673,CUST023284,16,2024-07-29
CUST078674,CUST075302,80,2024-06-11
CUST078675,CUST094815,8,2024-11-09
CUST078676,CUST051585,68,2025-03-09
CUST078677,CUST054191,70,2024-12-13
CUST078678,CUST039275,52,2024-05-22
CUST078679,CUST025741,55,2025-02-09
CUST078680,CUST078396,79,2025-01-22
CUST078681,CUST009169,75,2025-02-16
CUST078682,CUST041920,70,2025-02-08
CUST078683,CUST021956,8,2024-07-28
CUST078684,CUST064567,71,2024-06-23
CUST078685,CUST044139,87,2024-11-03
CUST078686,CUST035103,44,2024-07-27
CUST078687,CUST094199,39,2025-02-25
CUST078688,CUST085345,94,2025-01-22
CUST078689,CUST055182,67,2024-12-12
CUST078690,CUST011477,34,2024-12-08
CUST078691,CUST048726,91,2024-11-19
CUST078692,CUST064389,64,2024-11-16
CUST078693,CUST082807,40,2024-11-14
CUST078694,CUST008886,62,2025-01-31
CUST078695,CUST008373,19,2024-08-23
CUST078696,CUST025765,21,2024-09-28
CUST078697,CUST085088,62,2024-07-24
CUST078698,CUST027019,86,2025-03-16
CUST078699,CUST040690,42,2024-06-05
CUST078700,CUST069930,52,2024-08-06
CUST078701,CUST023223,100,2024-10-26
CUST078702,CUST033958,65,2024-08-29
CUST078703,CUST044696,45,2024-05-17
CUST078704,CUST005005,85,2024-08-10
CUST078705,CUST030474,51,2024-09-16
CUST078706,CUST069615,54,2025-04-09
CUST078707,CUST087284,73,2024-07-03
CUST078708,CUST044335,8,2024-11-19
CUST078709,CUST092910,33,2025-04-22
CUST078710,CUST017619,94,2024-11-26
CUST078711,CUST009845,84,2024-12-13
CUST078712,CUST032778,25,2025-04-22
CUST078713,CUST080769,64,2024-04-29
CUST078714,CUST005049,20,2024-11-14
CUST078715,CUST019956,70,2025-02-05
CUST078716,CUST007287,29,2024-09-21
CUST078717,CUST003703,50,2025-01-23
CUST078718,CUST048011,25,2024-11-30
CUST078719,CUST048565,32,2024-05-05
CUST078720,CUST063615,48,2024-08-04
CUST078721,CUST028900,23,2024-11-18
CUST078722,CUST080317,53,2024-05-23
CUST078723,CUST013527,53,2025-04-22
CUST078724,CUST096189,69,2024-07-01
CUST078725,CUST080112,50,2024-10-12
CUST078726,CUST037244,100,2024-09-14
CUST078727,CUST035148,31,2024-05-13
CUST078728,CUST098041,71,2024-12-25
CUST078729,CUST041886,79,2025-03-11
CUST078730,CUST027041,75,2025-03-20
CUST078731,CUST019282,10,2024-11-05
CUST078732,CUST036036,57,2025-01-16
CUST078733,CUST038875,95,2025-03-28
CUST078734,CUST004335,74,2025-01-29
CUST078735,CUST092439,40,2024-11-12
CUST078736,CUST004090,46,2024-10-03
CUST078737,CUST018502,86,2024-10-24
CUST078738,CUST009991,58,2024-09-23
CUST078739,CUST004115,17,2024-07-20
CUST078740,CUST070543,2,2025-02-06
CUST078741,CUST085365,11,2025-01-23
CUST078742,CUST064752,14,2025-02-26
CUST078743,CUST077115,17,2024-10-16
CUST078744,CUST049350,98,2024-06-24
CUST078745,CUST031737,5,2024-10-28
CUST078746,CUST085254,85,2025-02-20
CUST078747,CUST076620,25,2025-02-27
CUST078748,CUST098498,85,2024-08-11
CUST078749,CUST082052,10,2024-05-09
CUST078750,CUST074822,87,2024-07-05
CUST078751,CUST000767,33,2024-06-03
CUST078752,CUST077497,22,2024-06-14
CUST078753,CUST076522,88,2024-10-05
CUST078754,CUST091581,94,2024-05-09
CUST078755,CUST035187,55,2024-05-01
CUST078756,CUST038757,47,2024-06-16
CUST078757,CUST089711,89,2025-01-01
CUST078758,CUST062983,60,2024-07-01
CUST078759,CUST071094,13,2024-10-17
CUST078760,CUST038354,15,2025-03-12
CUST078761,CUST011837,95,2024-06-21
CUST078762,CUST097180,63,2024-04-28
CUST078763,CUST027861,95,2025-03-06
CUST078764,CUST092343,40,2025-01-01
CUST078765,CUST095983,41,2024-08-01
CUST078766,CUST072650,100,2025-01-02
CUST078767,CUST086581,94,2024-06-13
CUST078768,CUST081116,49,2024-05-03
CUST078769,CUST091731,25,2024-10-09
CUST078770,CUST022188,67,2024-11-06
CUST078771,CUST064483,80,2024-08-03
CUST078772,CUST074542,2,2025-02-28
CUST078773,CUST011441,89,2024-08-03
CUST078774,CUST098791,24,2024-11-14
CUST078775,CUST075419,2,2025-03-09
CUST078776,CUST092113,26,2024-12-25
CUST078777,CUST061647,99,2024-11-21
CUST078778,CUST025844,56,2024-10-12
CUST078779,CUST024554,62,2024-08-15
CUST078780,CUST008871,15,2024-06-11
CUST078781,CUST035030,1,2024-10-13
CUST078782,CUST074836,23,2024-12-28
CUST078783,CUST071707,4,2024-10-13
CUST078784,CUST093219,29,2024-10-15
CUST078785,CUST030198,68,2025-02-12
CUST078786,CUST027439,68,2024-08-12
CUST078787,CUST053317,55,2025-03-06
CUST078788,CUST013874,70,2024-10-18
CUST078789,CUST098861,34,2024-11-27
CUST078790,CUST044308,70,2025-03-01
CUST078791,CUST018040,47,2024-06-04
CUST078792,CUST017351,85,2025-03-23
CUST078793,CUST094811,22,2024-07-15
CUST078794,CUST058520,78,2025-01-11
CUST078795,CUST098980,12,2024-07-09
CUST078796,CUST046213,53,2024-12-06
CUST078797,CUST052436,24,2025-04-03
CUST078798,CUST062455,77,2024-09-09
CUST078799,CUST082101,71,2025-03-17
CUST078800,CUST031488,66,2024-06-06
CUST078801,CUST063335,65,2025-02-10
CUST078802,CUST014460,36,2024-06-14
CUST078803,CUST022706,35,2024-09-20
CUST078804,CUST023491,77,2024-11-14
CUST078805,CUST063217,11,2025-04-22
CUST078806,CUST058594,81,2024-06-23
CUST078807,CUST037027,22,2025-03-03
CUST078808,CUST083776,57,2024-05-24
CUST078809,CUST063397,41,2024-10-04
CUST078810,CUST033261,77,2024-07-30
CUST078811,CUST083750,56,2024-04-23
CUST078812,CUST088942,2,2024-08-27
CUST078813,CUST098775,55,2025-01-05
CUST078814,CUST094549,7,2024-09-20
CUST078815,CUST043163,59,2024-08-13
CUST078816,CUST086776,94,2024-05-21
CUST078817,CUST093377,91,2024-09-24
CUST078818,CUST084553,52,2024-08-20
CUST078819,CUST036099,48,2024-06-16
CUST078820,CUST098107,75,2024-09-14
CUST078821,CUST011494,28,2024-08-09
CUST078822,CUST014436,6,2024-11-20
CUST078823,CUST078878,61,2024-07-28
CUST078824,CUST023263,19,2024-05-20
CUST078825,CUST036062,84,2024-07-08
CUST078826,CUST066576,65,2024-10-21
CUST078827,CUST053021,42,2025-01-29
CUST078828,CUST075718,30,2024-05-24
CUST078829,CUST002766,85,2024-05-08
CUST078830,CUST092618,81,2024-08-08
CUST078831,CUST066148,67,2025-02-02
CUST078832,CUST010776,56,2024-08-16
CUST078833,CUST097893,73,2025-01-12
CUST078834,CUST039470,17,2024-11-19
CUST078835,CUST061680,60,2024-11-09
CUST078836,CUST036840,99,2024-07-09
CUST078837,CUST058009,18,2025-01-18
CUST078838,CUST085035,68,2024-05-13
CUST078839,CUST017975,56,2024-09-10
CUST078840,CUST018753,56,2025-01-15
CUST078841,CUST046748,16,2024-08-17
CUST078842,CUST031529,80,2024-09-08
CUST078843,CUST086429,45,2025-04-11
CUST078844,CUST058272,23,2025-03-29
CUST078845,CUST094242,51,2024-08-09
CUST078846,CUST006894,3,2024-12-08
CUST078847,CUST028852,54,2025-02-23
CUST078848,CUST067391,52,2024-06-25
CUST078849,CUST050842,46,2025-04-07
CUST078850,CUST049869,76,2024-11-13
CUST078851,CUST038156,94,2025-02-21
CUST078852,CUST024086,15,2024-12-29
CUST078853,CUST086328,13,2024-11-14
CUST078854,CUST036870,76,2024-09-09
CUST078855,CUST068132,69,2024-12-16
CUST078856,CUST008830,41,2025-03-06
CUST078857,CUST029130,23,2024-10-22
CUST078858,CUST026341,55,2024-09-05
CUST078859,CUST022203,14,2024-12-14
CUST078860,CUST068155,90,2024-09-24
CUST078861,CUST003552,4,2025-03-10
CUST078862,CUST026692,96,2024-11-24
CUST078863,CUST024372,54,2025-04-14
CUST078864,CUST049272,26,2024-05-14
CUST078865,CUST095565,4,2024-11-02
CUST078866,CUST050027,60,2025-03-21
CUST078867,CUST019379,55,2024-05-26
CUST078868,CUST014682,46,2024-04-29
CUST078869,CUST060661,78,2024-06-15
CUST078870,CUST085572,37,2024-11-05
CUST078871,CUST054938,1,2024-09-05
CUST078872,CUST099625,62,2024-05-16
CUST078873,CUST009931,40,2025-04-10
CUST078874,CUST095877,83,2024-10-25
CUST078875,CUST091046,98,2024-06-11
CUST078876,CUST002676,75,2024-05-28
CUST078877,CUST081888,30,2024-09-05
CUST078878,CUST093789,96,2025-01-31
CUST078879,CUST019046,19,2024-04-27
CUST078880,CUST062824,82,2024-11-13
CUST078881,CUST042332,94,2024-08-05
CUST078882,CUST021941,25,2024-10-12
CUST078883,CUST047032,23,2024-10-14
CUST078884,CUST016659,39,2024-05-20
CUST078885,CUST043638,97,2025-01-29
CUST078886,CUST085057,19,2025-01-31
CUST078887,CUST065605,85,2024-08-06
CUST078888,CUST084695,78,2024-08-17
CUST078889,CUST037173,35,2025-03-03
CUST078890,CUST008770,20,2024-05-21
CUST078891,CUST031228,88,2024-07-11
CUST078892,CUST037040,26,2024-10-12
CUST078893,CUST080450,55,2024-06-22
CUST078894,CUST075977,1,2024-12-16
CUST078895,CUST085328,30,2024-06-17
CUST078896,CUST014119,83,2024-05-26
CUST078897,CUST039625,66,2024-07-11
CUST078898,CUST081388,96,2024-05-03
CUST078899,CUST009367,24,2024-11-06
CUST078900,CUST099489,8,2024-04-24
CUST078901,CUST030908,86,2024-11-17
CUST078902,CUST049382,14,2025-01-27
CUST078903,CUST072635,69,2025-01-28
CUST078904,CUST042906,97,2024-08-30
CUST078905,CUST053137,50,2024-12-25
CUST078906,CUST025781,43,2024-12-21
CUST078907,CUST003789,3,2024-12-25
CUST078908,CUST013782,70,2024-10-28
CUST078909,CUST071472,9,2025-02-25
CUST078910,CUST009620,21,2025-03-13
CUST078911,CUST025054,18,2025-01-22
CUST078912,CUST034723,80,2025-03-19
CUST078913,CUST066593,99,2024-12-11
CUST078914,CUST002641,49,2024-06-11
CUST078915,CUST052684,78,2024-11-01
CUST078916,CUST098818,66,2024-11-13
CUST078917,CUST093602,18,2025-03-31
CUST078918,CUST004428,2,2024-12-24
CUST078919,CUST081498,76,2024-06-28
CUST078920,CUST065150,5,2024-10-29
CUST078921,CUST091552,6,2025-02-01
CUST078922,CUST066069,19,2025-01-24
CUST078923,CUST026629,28,2024-11-24
CUST078924,CUST080156,89,2025-03-31
CUST078925,CUST078128,37,2024-06-05
CUST078926,CUST019653,69,2024-10-17
CUST078927,CUST099582,13,2024-08-29
CUST078928,CUST027462,93,2025-03-30
CUST078929,CUST054867,15,2024-07-18
CUST078930,CUST048876,39,2024-10-03
CUST078931,CUST030888,94,2024-10-11
CUST078932,CUST028814,78,2024-06-13
CUST078933,CUST045431,95,2024-06-08
CUST078934,CUST015683,14,2025-01-28
CUST078935,CUST055691,25,2025-03-21
CUST078936,CUST095399,95,2025-01-31
CUST078937,CUST038569,36,2024-09-28
CUST078938,CUST005144,26,2024-11-20
CUST078939,CUST026283,97,2024-09-06
CUST078940,CUST034925,15,2024-07-11
CUST078941,CUST075986,17,2025-02-08
CUST078942,CUST025802,84,2025-03-23
CUST078943,CUST075162,63,2024-12-24
CUST078944,CUST056093,45,2025-03-08
CUST078945,CUST002050,30,2024-04-29
CUST078946,CUST075550,25,2025-03-27
CUST078947,CUST076519,84,2024-06-10
CUST078948,CUST051966,74,2024-06-28
CUST078949,CUST050287,87,2024-08-21
CUST078950,CUST073290,66,2024-10-05
CUST078951,CUST055372,29,2024-11-10
CUST078952,CUST014548,66,2024-06-28
CUST078953,CUST034745,67,2025-02-28
CUST078954,CUST081526,14,2025-02-18
CUST078955,CUST095507,8,2024-12-08
CUST078956,CUST068550,52,2024-05-29
CUST078957,CUST078035,24,2024-08-25
CUST078958,CUST088415,36,2024-06-25
CUST078959,CUST087841,29,2024-06-27
CUST078960,CUST049359,53,2024-11-18
CUST078961,CUST058458,1,2024-11-24
CUST078962,CUST080530,22,2024-07-15
CUST078963,CUST004161,52,2024-12-26
CUST078964,CUST022944,89,2025-03-23
CUST078965,CUST050175,100,2024-11-09
CUST078966,CUST079748,38,2024-11-06
CUST078967,CUST056918,72,2024-09-04
CUST078968,CUST002525,15,2025-01-04
CUST078969,CUST049124,75,2024-08-15
CUST078970,CUST047099,58,2025-03-02
CUST078971,CUST075193,52,2024-05-28
CUST078972,CUST060065,27,2024-12-06
CUST078973,CUST047847,14,2025-04-17
CUST078974,CUST092814,10,2024-04-30
CUST078975,CUST086448,47,2024-11-25
CUST078976,CUST037157,4,2024-06-08
CUST078977,CUST071917,54,2024-05-16
CUST078978,CUST088709,96,2025-01-30
CUST078979,CUST083762,32,2024-11-22
CUST078980,CUST038614,46,2025-02-16
CUST078981,CUST024901,84,2024-05-09
CUST078982,CUST037294,17,2024-07-13
CUST078983,CUST086370,82,2025-04-15
CUST078984,CUST059023,78,2024-09-09
CUST078985,CUST009712,3,2024-05-13
CUST078986,CUST037157,68,2025-03-03
CUST078987,CUST068379,66,2025-01-04
CUST078988,CUST092784,80,2024-09-06
CUST078989,CUST038301,14,2024-09-09
CUST078990,CUST004477,78,2024-11-19
CUST078991,CUST087240,71,2025-01-18
CUST078992,CUST016609,84,2024-07-22
CUST078993,CUST025479,9,2025-02-06
CUST078994,CUST046877,72,2025-01-29
CUST078995,CUST038182,8,2024-11-30
CUST078996,CUST047624,92,2025-03-05
CUST078997,CUST041567,60,2025-02-02
CUST078998,CUST047781,17,2025-01-25
CUST078999,CUST045499,66,2024-11-13
CUST079000,CUST096975,33,2024-12-01
CUST079001,CUST025018,21,2024-05-13
CUST079002,CUST035424,21,2024-10-18
CUST079003,CUST038170,38,2024-12-10
CUST079004,CUST046000,35,2024-07-17
CUST079005,CUST015473,52,2024-10-02
CUST079006,CUST045323,44,2024-05-28
CUST079007,CUST077335,62,2024-05-18
CUST079008,CUST035746,73,2024-11-07
CUST079009,CUST099105,30,2024-05-10
CUST079010,CUST099297,58,2024-11-06
CUST079011,CUST047612,12,2024-09-25
CUST079012,CUST073021,18,2025-01-30
CUST079013,CUST025501,79,2024-05-30
CUST079014,CUST081642,30,2025-02-25
CUST079015,CUST067562,59,2024-12-01
CUST079016,CUST029547,89,2024-09-01
CUST079017,CUST092263,33,2024-05-25
CUST079018,CUST070314,70,2024-05-12
CUST079019,CUST011219,13,2024-05-12
CUST079020,CUST018567,88,2024-11-21
CUST079021,CUST064637,77,2024-08-31
CUST079022,CUST020537,3,2024-12-10
CUST079023,CUST062766,25,2025-04-23
